question,raw_answer,concrete_answer,criterion,score,explanation,overall_score
Sell me this stapler...(this pencil...this clock...or some other object on interviewers desk).,"Of course, you already know the most important secret of all great salesmanship find out what people want, then show them how to get it. If your interviewer picks up his stapler and asks, sell this to me, you are going to demonstrate this proven master principle. Heres how: Well, a good salesman must know both his product and his prospect before he sells anything. If I were selling this, Id first get to know everything I could about it, all its features and benefits. Then, if my goal were to sell it you, I would do some research on how you might use a fine stapler like this. The best way to do that is by asking some questions. May I ask you a few questions? Then ask a few questions such as, Just out of curiosity, if you didnt already have a stapler like this, why would you want one? And in addition to that? Any other reason? Anything else? And would you want such a stapler to be reliable?...Hold a good supply of staples? (Ask more questions that point to the features this stapler has.) Once youve asked these questions, make your presentation citing all the features and benefits of this stapler and why its exactly what the interviewer just told you hes looking for. Then close with, Just out of curiosity, what would you consider a reasonable price for a quality stapler like this...a stapler you could have right now and would (then repeat all the problems the stapler would solve for him)? Whatever he says, (unless its zero), say, Okay, weve got a deal. NOTE: If your interviewer tests you by fighting every step of the way, denying that he even wants such an item, dont fight him. Take the product away from him by saying, Mr. Prospect, Im delighted youve told me right upfront that theres no way youd ever want this stapler. As you well know, the first rule of the most productive salespeople in any field is to meet the needs of people who really need and want our products, and it just wastes everyones time if we try to force it on those who dont. And I certainly wouldnt want to waste your time. But we sell many items. Is there any product on this desk you would very much like to own...just one item? When he points something out, repeat the process above. If he knows anything about selling, he may give you a standing ovation.","Of course, you already know the most important secret of all great salesmanship find out what people want, then show them how to get it. If your interviewer picks up his stapler and asks, sell this to me, you are going to demonstrate this proven master principle. Heres how: Well, a good salesman must know both his product and his prospect before he sells anything. If I were selling this, Id first get to know everything I could about it, all its features and benefits. Then, if my goal were to sell it you, I would do some research on how you might use a fine stapler like this. The best way to do that is by asking some questions. May I ask you a few questions? Then ask a few questions such as, Just out of curiosity, if you didnt already have a stapler like this, why would you want one? And in addition to that? Any other reason? Anything else? And would you want such a stapler to be reliable?...Hold a good supply of staples? (Ask more questions that point to the features this stapler has.) Once youve asked these questions, make your presentation citing all the features and benefits of this stapler and why its exactly what the interviewer just told you hes looking for. Then close with, Just out of curiosity, what would you consider a reasonable price for a quality stapler like this...a stapler you could have right now and would (then repeat all the problems the stapler would solve for him)? Whatever he says, (unless its zero), say, Okay, weve got a deal. NOTE: If your interviewer tests you by fighting every step of the way, denying that he even wants such an item, dont fight him. Take the product away from him by saying, Mr. Prospect, Im delighted youve told me right upfront that theres no way youd ever want this stapler. As you well know, the first rule of the most productive salespeople in any field is to meet the needs of people who really need and want our products, and it just wastes everyones time if we try to force it on those who dont. And I certainly wouldnt want to waste your time. But we sell many items. Is there any product on this desk you would very much like to own...just one item? When he points something out, repeat the process above. If he knows anything about selling, he may give you a standing ovation.",Positivity,75,The response frames challenges positively but could emphasize benefits more.,82.14
Sell me this stapler...(this pencil...this clock...or some other object on interviewers desk).,"Of course, you already know the most important secret of all great salesmanship find out what people want, then show them how to get it. If your interviewer picks up his stapler and asks, sell this to me, you are going to demonstrate this proven master principle. Heres how: Well, a good salesman must know both his product and his prospect before he sells anything. If I were selling this, Id first get to know everything I could about it, all its features and benefits. Then, if my goal were to sell it you, I would do some research on how you might use a fine stapler like this. The best way to do that is by asking some questions. May I ask you a few questions? Then ask a few questions such as, Just out of curiosity, if you didnt already have a stapler like this, why would you want one? And in addition to that? Any other reason? Anything else? And would you want such a stapler to be reliable?...Hold a good supply of staples? (Ask more questions that point to the features this stapler has.) Once youve asked these questions, make your presentation citing all the features and benefits of this stapler and why its exactly what the interviewer just told you hes looking for. Then close with, Just out of curiosity, what would you consider a reasonable price for a quality stapler like this...a stapler you could have right now and would (then repeat all the problems the stapler would solve for him)? Whatever he says, (unless its zero), say, Okay, weve got a deal. NOTE: If your interviewer tests you by fighting every step of the way, denying that he even wants such an item, dont fight him. Take the product away from him by saying, Mr. Prospect, Im delighted youve told me right upfront that theres no way youd ever want this stapler. As you well know, the first rule of the most productive salespeople in any field is to meet the needs of people who really need and want our products, and it just wastes everyones time if we try to force it on those who dont. And I certainly wouldnt want to waste your time. But we sell many items. Is there any product on this desk you would very much like to own...just one item? When he points something out, repeat the process above. If he knows anything about selling, he may give you a standing ovation.","Of course, you already know the most important secret of all great salesmanship find out what people want, then show them how to get it. If your interviewer picks up his stapler and asks, sell this to me, you are going to demonstrate this proven master principle. Heres how: Well, a good salesman must know both his product and his prospect before he sells anything. If I were selling this, Id first get to know everything I could about it, all its features and benefits. Then, if my goal were to sell it you, I would do some research on how you might use a fine stapler like this. The best way to do that is by asking some questions. May I ask you a few questions? Then ask a few questions such as, Just out of curiosity, if you didnt already have a stapler like this, why would you want one? And in addition to that? Any other reason? Anything else? And would you want such a stapler to be reliable?...Hold a good supply of staples? (Ask more questions that point to the features this stapler has.) Once youve asked these questions, make your presentation citing all the features and benefits of this stapler and why its exactly what the interviewer just told you hes looking for. Then close with, Just out of curiosity, what would you consider a reasonable price for a quality stapler like this...a stapler you could have right now and would (then repeat all the problems the stapler would solve for him)? Whatever he says, (unless its zero), say, Okay, weve got a deal. NOTE: If your interviewer tests you by fighting every step of the way, denying that he even wants such an item, dont fight him. Take the product away from him by saying, Mr. Prospect, Im delighted youve told me right upfront that theres no way youd ever want this stapler. As you well know, the first rule of the most productive salespeople in any field is to meet the needs of people who really need and want our products, and it just wastes everyones time if we try to force it on those who dont. And I certainly wouldnt want to waste your time. But we sell many items. Is there any product on this desk you would very much like to own...just one item? When he points something out, repeat the process above. If he knows anything about selling, he may give you a standing ovation.",Engagement,95,The response invites further discussion by suggesting questions to ask the interviewer.,82.14
Sell me this stapler...(this pencil...this clock...or some other object on interviewers desk).,"Of course, you already know the most important secret of all great salesmanship find out what people want, then show them how to get it. If your interviewer picks up his stapler and asks, sell this to me, you are going to demonstrate this proven master principle. Heres how: Well, a good salesman must know both his product and his prospect before he sells anything. If I were selling this, Id first get to know everything I could about it, all its features and benefits. Then, if my goal were to sell it you, I would do some research on how you might use a fine stapler like this. The best way to do that is by asking some questions. May I ask you a few questions? Then ask a few questions such as, Just out of curiosity, if you didnt already have a stapler like this, why would you want one? And in addition to that? Any other reason? Anything else? And would you want such a stapler to be reliable?...Hold a good supply of staples? (Ask more questions that point to the features this stapler has.) Once youve asked these questions, make your presentation citing all the features and benefits of this stapler and why its exactly what the interviewer just told you hes looking for. Then close with, Just out of curiosity, what would you consider a reasonable price for a quality stapler like this...a stapler you could have right now and would (then repeat all the problems the stapler would solve for him)? Whatever he says, (unless its zero), say, Okay, weve got a deal. NOTE: If your interviewer tests you by fighting every step of the way, denying that he even wants such an item, dont fight him. Take the product away from him by saying, Mr. Prospect, Im delighted youve told me right upfront that theres no way youd ever want this stapler. As you well know, the first rule of the most productive salespeople in any field is to meet the needs of people who really need and want our products, and it just wastes everyones time if we try to force it on those who dont. And I certainly wouldnt want to waste your time. But we sell many items. Is there any product on this desk you would very much like to own...just one item? When he points something out, repeat the process above. If he knows anything about selling, he may give you a standing ovation.","Of course, you already know the most important secret of all great salesmanship find out what people want, then show them how to get it. If your interviewer picks up his stapler and asks, sell this to me, you are going to demonstrate this proven master principle. Heres how: Well, a good salesman must know both his product and his prospect before he sells anything. If I were selling this, Id first get to know everything I could about it, all its features and benefits. Then, if my goal were to sell it you, I would do some research on how you might use a fine stapler like this. The best way to do that is by asking some questions. May I ask you a few questions? Then ask a few questions such as, Just out of curiosity, if you didnt already have a stapler like this, why would you want one? And in addition to that? Any other reason? Anything else? And would you want such a stapler to be reliable?...Hold a good supply of staples? (Ask more questions that point to the features this stapler has.) Once youve asked these questions, make your presentation citing all the features and benefits of this stapler and why its exactly what the interviewer just told you hes looking for. Then close with, Just out of curiosity, what would you consider a reasonable price for a quality stapler like this...a stapler you could have right now and would (then repeat all the problems the stapler would solve for him)? Whatever he says, (unless its zero), say, Okay, weve got a deal. NOTE: If your interviewer tests you by fighting every step of the way, denying that he even wants such an item, dont fight him. Take the product away from him by saying, Mr. Prospect, Im delighted youve told me right upfront that theres no way youd ever want this stapler. As you well know, the first rule of the most productive salespeople in any field is to meet the needs of people who really need and want our products, and it just wastes everyones time if we try to force it on those who dont. And I certainly wouldnt want to waste your time. But we sell many items. Is there any product on this desk you would very much like to own...just one item? When he points something out, repeat the process above. If he knows anything about selling, he may give you a standing ovation.",Adaptability,80,The response demonstrates adaptability by customizing the pitch based on the interviewer's needs.,82.14
The Salary Question How much money do you want?,"Thank you for asking about the salary, but I believe it’s important to first ensure that I am the right fit for the company and the position. My primary focus is on the opportunity for growth and the potential to contribute meaningfully to your team. Could we discuss the responsibilities and expectations for this role further before we delve into financials? Once we establish a mutual fit, I’m confident we can agree on a compensation that reflects my abilities and the value I bring to the company.

Once we’re both confident that my skills and experience align well with the needs of this position, I would appreciate knowing the salary range the company has established for this role. I'm sure it's set to reflect the value and contributions expected. My aim is to ensure that it’s a fair and rewarding compensation package, commensurate with my qualifications and the industry standards.","Thank you for asking about the salary, but I believe it’s important to first ensure that I am the right fit for the company and the position. My primary focus is on the opportunity for growth and the potential to contribute meaningfully to your team. Could we discuss the responsibilities and expectations for this role further before we delve into financials? Once we establish a mutual fit, I’m confident we can agree on a compensation that reflects my abilities and the value I bring to the company.

Once we’re both confident that my skills and experience align well with the needs of this position, I would appreciate knowing the salary range the company has established for this role. I'm sure it's set to reflect the value and contributions expected. My aim is to ensure that it’s a fair and rewarding compensation package, commensurate with my qualifications and the industry standards.",Relevance,90,The answer directly addresses the salary question while redirecting the focus to mutual fit and responsibilities.,86.43
The Salary Question How much money do you want?,"Thank you for asking about the salary, but I believe it’s important to first ensure that I am the right fit for the company and the position. My primary focus is on the opportunity for growth and the potential to contribute meaningfully to your team. Could we discuss the responsibilities and expectations for this role further before we delve into financials? Once we establish a mutual fit, I’m confident we can agree on a compensation that reflects my abilities and the value I bring to the company.

Once we’re both confident that my skills and experience align well with the needs of this position, I would appreciate knowing the salary range the company has established for this role. I'm sure it's set to reflect the value and contributions expected. My aim is to ensure that it’s a fair and rewarding compensation package, commensurate with my qualifications and the industry standards.","Thank you for asking about the salary, but I believe it’s important to first ensure that I am the right fit for the company and the position. My primary focus is on the opportunity for growth and the potential to contribute meaningfully to your team. Could we discuss the responsibilities and expectations for this role further before we delve into financials? Once we establish a mutual fit, I’m confident we can agree on a compensation that reflects my abilities and the value I bring to the company.

Once we’re both confident that my skills and experience align well with the needs of this position, I would appreciate knowing the salary range the company has established for this role. I'm sure it's set to reflect the value and contributions expected. My aim is to ensure that it’s a fair and rewarding compensation package, commensurate with my qualifications and the industry standards.",Clarity,85,"The response is clear and easy to understand, though slightly verbose.",86.43
The Salary Question How much money do you want?,"Thank you for asking about the salary, but I believe it’s important to first ensure that I am the right fit for the company and the position. My primary focus is on the opportunity for growth and the potential to contribute meaningfully to your team. Could we discuss the responsibilities and expectations for this role further before we delve into financials? Once we establish a mutual fit, I’m confident we can agree on a compensation that reflects my abilities and the value I bring to the company.

Once we’re both confident that my skills and experience align well with the needs of this position, I would appreciate knowing the salary range the company has established for this role. I'm sure it's set to reflect the value and contributions expected. My aim is to ensure that it’s a fair and rewarding compensation package, commensurate with my qualifications and the industry standards.","Thank you for asking about the salary, but I believe it’s important to first ensure that I am the right fit for the company and the position. My primary focus is on the opportunity for growth and the potential to contribute meaningfully to your team. Could we discuss the responsibilities and expectations for this role further before we delve into financials? Once we establish a mutual fit, I’m confident we can agree on a compensation that reflects my abilities and the value I bring to the company.

Once we’re both confident that my skills and experience align well with the needs of this position, I would appreciate knowing the salary range the company has established for this role. I'm sure it's set to reflect the value and contributions expected. My aim is to ensure that it’s a fair and rewarding compensation package, commensurate with my qualifications and the industry standards.",Professionalism,95,The answer maintains a highly professional tone suitable for an HR interview.,86.43
The Salary Question How much money do you want?,"Thank you for asking about the salary, but I believe it’s important to first ensure that I am the right fit for the company and the position. My primary focus is on the opportunity for growth and the potential to contribute meaningfully to your team. Could we discuss the responsibilities and expectations for this role further before we delve into financials? Once we establish a mutual fit, I’m confident we can agree on a compensation that reflects my abilities and the value I bring to the company.

Once we’re both confident that my skills and experience align well with the needs of this position, I would appreciate knowing the salary range the company has established for this role. I'm sure it's set to reflect the value and contributions expected. My aim is to ensure that it’s a fair and rewarding compensation package, commensurate with my qualifications and the industry standards.","Thank you for asking about the salary, but I believe it’s important to first ensure that I am the right fit for the company and the position. My primary focus is on the opportunity for growth and the potential to contribute meaningfully to your team. Could we discuss the responsibilities and expectations for this role further before we delve into financials? Once we establish a mutual fit, I’m confident we can agree on a compensation that reflects my abilities and the value I bring to the company.

Once we’re both confident that my skills and experience align well with the needs of this position, I would appreciate knowing the salary range the company has established for this role. I'm sure it's set to reflect the value and contributions expected. My aim is to ensure that it’s a fair and rewarding compensation package, commensurate with my qualifications and the industry standards.",Depth of Insight,80,The answer provides insights into the candidate's priorities but lacks specific examples.,86.43
The Salary Question How much money do you want?,"Thank you for asking about the salary, but I believe it’s important to first ensure that I am the right fit for the company and the position. My primary focus is on the opportunity for growth and the potential to contribute meaningfully to your team. Could we discuss the responsibilities and expectations for this role further before we delve into financials? Once we establish a mutual fit, I’m confident we can agree on a compensation that reflects my abilities and the value I bring to the company.

Once we’re both confident that my skills and experience align well with the needs of this position, I would appreciate knowing the salary range the company has established for this role. I'm sure it's set to reflect the value and contributions expected. My aim is to ensure that it’s a fair and rewarding compensation package, commensurate with my qualifications and the industry standards.","Thank you for asking about the salary, but I believe it’s important to first ensure that I am the right fit for the company and the position. My primary focus is on the opportunity for growth and the potential to contribute meaningfully to your team. Could we discuss the responsibilities and expectations for this role further before we delve into financials? Once we establish a mutual fit, I’m confident we can agree on a compensation that reflects my abilities and the value I bring to the company.

Once we’re both confident that my skills and experience align well with the needs of this position, I would appreciate knowing the salary range the company has established for this role. I'm sure it's set to reflect the value and contributions expected. My aim is to ensure that it’s a fair and rewarding compensation package, commensurate with my qualifications and the industry standards.",Positivity,90,"The response is framed positively, focusing on growth and contribution rather than salary.",86.43
The Salary Question How much money do you want?,"Thank you for asking about the salary, but I believe it’s important to first ensure that I am the right fit for the company and the position. My primary focus is on the opportunity for growth and the potential to contribute meaningfully to your team. Could we discuss the responsibilities and expectations for this role further before we delve into financials? Once we establish a mutual fit, I’m confident we can agree on a compensation that reflects my abilities and the value I bring to the company.

Once we’re both confident that my skills and experience align well with the needs of this position, I would appreciate knowing the salary range the company has established for this role. I'm sure it's set to reflect the value and contributions expected. My aim is to ensure that it’s a fair and rewarding compensation package, commensurate with my qualifications and the industry standards.","Thank you for asking about the salary, but I believe it’s important to first ensure that I am the right fit for the company and the position. My primary focus is on the opportunity for growth and the potential to contribute meaningfully to your team. Could we discuss the responsibilities and expectations for this role further before we delve into financials? Once we establish a mutual fit, I’m confident we can agree on a compensation that reflects my abilities and the value I bring to the company.

Once we’re both confident that my skills and experience align well with the needs of this position, I would appreciate knowing the salary range the company has established for this role. I'm sure it's set to reflect the value and contributions expected. My aim is to ensure that it’s a fair and rewarding compensation package, commensurate with my qualifications and the industry standards.",Engagement,85,The response invites further discussion on role responsibilities before discussing salary.,86.43
The Salary Question How much money do you want?,"Thank you for asking about the salary, but I believe it’s important to first ensure that I am the right fit for the company and the position. My primary focus is on the opportunity for growth and the potential to contribute meaningfully to your team. Could we discuss the responsibilities and expectations for this role further before we delve into financials? Once we establish a mutual fit, I’m confident we can agree on a compensation that reflects my abilities and the value I bring to the company.

Once we’re both confident that my skills and experience align well with the needs of this position, I would appreciate knowing the salary range the company has established for this role. I'm sure it's set to reflect the value and contributions expected. My aim is to ensure that it’s a fair and rewarding compensation package, commensurate with my qualifications and the industry standards.","Thank you for asking about the salary, but I believe it’s important to first ensure that I am the right fit for the company and the position. My primary focus is on the opportunity for growth and the potential to contribute meaningfully to your team. Could we discuss the responsibilities and expectations for this role further before we delve into financials? Once we establish a mutual fit, I’m confident we can agree on a compensation that reflects my abilities and the value I bring to the company.

Once we’re both confident that my skills and experience align well with the needs of this position, I would appreciate knowing the salary range the company has established for this role. I'm sure it's set to reflect the value and contributions expected. My aim is to ensure that it’s a fair and rewarding compensation package, commensurate with my qualifications and the industry standards.",Adaptability,80,The answer suggests adaptability by emphasizing fit and contribution but lacks specific adaptability examples.,86.43
The Illegal Question,"Under the ever-present threat of lawsuits, most interviewers are well aware of these taboos. Yet you may encounter, usually on a second or third interview, a senior executive who doesnt interview much and forgets he cant ask such questions. You can handle an illegal question in several ways. First, you can assert your legal right not to answer. But this will frighten or embarrass your interviewer and destroy any rapport you had. Second, you could swallow your concerns over privacy and answer the question straight forwardly if you feel the answer could help you. For example, your interviewer, a devout Baptist, recognizes you from church and mentions it. Here, you could gain by talking about your church. Third, if you dont want your privacy invaded, you can diplomatically answer the concern behind the question without answering the question itself. Example: If you are over 50 and are asked, How old are you? you can answer with a friendly, smiling question of your own on whether theres a concern that your age my affect your performance. Follow this up by reassuring the interviewer that theres nothing in this job you cant do and, in fact, your age and experience are the most important advantages you offer the employer for the following reasons... Another example: If asked, Do you plan to have children? you could answer, I am wholeheartedly dedicated to my career, perhaps adding, I have no plans regarding children. (You neednt fear youve pledged eternal childlessness. You have every right to change your plans later. Get the job first and then enjoy all your options.) Most importantly, remember that illegal questions arise from fear that you wont perform well. The best answer of all is to get the job and perform brilliantly. All concerns and fears will then varnish, replaced by respect and appreciation for your work.","Under the ever-present threat of lawsuits, most interviewers are well aware of these taboos. Yet you may encounter, usually on a second or third interview, a senior executive who doesnt interview much and forgets he cant ask such questions. You can handle an illegal question in several ways. First, you can assert your legal right not to answer. But this will frighten or embarrass your interviewer and destroy any rapport you had. Second, you could swallow your concerns over privacy and answer the question straight forwardly if you feel the answer could help you. For example, your interviewer, a devout Baptist, recognizes you from church and mentions it. Here, you could gain by talking about your church. Third, if you dont want your privacy invaded, you can diplomatically answer the concern behind the question without answering the question itself. Example: If you are over 50 and are asked, How old are you? you can answer with a friendly, smiling question of your own on whether theres a concern that your age my affect your performance. Follow this up by reassuring the interviewer that theres nothing in this job you cant do and, in fact, your age and experience are the most important advantages you offer the employer for the following reasons... Another example: If asked, Do you plan to have children? you could answer, I am wholeheartedly dedicated to my career, perhaps adding, I have no plans regarding children. (You neednt fear youve pledged eternal childlessness. You have every right to change your plans later. Get the job first and then enjoy all your options.) Most importantly, remember that illegal questions arise from fear that you wont perform well. The best answer of all is to get the job and perform brilliantly. All concerns and fears will then varnish, replaced by respect and appreciation for your work.",Relevance,100,The response directly addresses the issue of illegal interview questions and offers strategies to handle them.,82.85
The Illegal Question,"Under the ever-present threat of lawsuits, most interviewers are well aware of these taboos. Yet you may encounter, usually on a second or third interview, a senior executive who doesnt interview much and forgets he cant ask such questions. You can handle an illegal question in several ways. First, you can assert your legal right not to answer. But this will frighten or embarrass your interviewer and destroy any rapport you had. Second, you could swallow your concerns over privacy and answer the question straight forwardly if you feel the answer could help you. For example, your interviewer, a devout Baptist, recognizes you from church and mentions it. Here, you could gain by talking about your church. Third, if you dont want your privacy invaded, you can diplomatically answer the concern behind the question without answering the question itself. Example: If you are over 50 and are asked, How old are you? you can answer with a friendly, smiling question of your own on whether theres a concern that your age my affect your performance. Follow this up by reassuring the interviewer that theres nothing in this job you cant do and, in fact, your age and experience are the most important advantages you offer the employer for the following reasons... Another example: If asked, Do you plan to have children? you could answer, I am wholeheartedly dedicated to my career, perhaps adding, I have no plans regarding children. (You neednt fear youve pledged eternal childlessness. You have every right to change your plans later. Get the job first and then enjoy all your options.) Most importantly, remember that illegal questions arise from fear that you wont perform well. The best answer of all is to get the job and perform brilliantly. All concerns and fears will then varnish, replaced by respect and appreciation for your work.","Under the ever-present threat of lawsuits, most interviewers are well aware of these taboos. Yet you may encounter, usually on a second or third interview, a senior executive who doesnt interview much and forgets he cant ask such questions. You can handle an illegal question in several ways. First, you can assert your legal right not to answer. But this will frighten or embarrass your interviewer and destroy any rapport you had. Second, you could swallow your concerns over privacy and answer the question straight forwardly if you feel the answer could help you. For example, your interviewer, a devout Baptist, recognizes you from church and mentions it. Here, you could gain by talking about your church. Third, if you dont want your privacy invaded, you can diplomatically answer the concern behind the question without answering the question itself. Example: If you are over 50 and are asked, How old are you? you can answer with a friendly, smiling question of your own on whether theres a concern that your age my affect your performance. Follow this up by reassuring the interviewer that theres nothing in this job you cant do and, in fact, your age and experience are the most important advantages you offer the employer for the following reasons... Another example: If asked, Do you plan to have children? you could answer, I am wholeheartedly dedicated to my career, perhaps adding, I have no plans regarding children. (You neednt fear youve pledged eternal childlessness. You have every right to change your plans later. Get the job first and then enjoy all your options.) Most importantly, remember that illegal questions arise from fear that you wont perform well. The best answer of all is to get the job and perform brilliantly. All concerns and fears will then varnish, replaced by respect and appreciation for your work.",Clarity,80,"The answer is generally clear, but the examples could be more concise.",82.85
The Illegal Question,"Under the ever-present threat of lawsuits, most interviewers are well aware of these taboos. Yet you may encounter, usually on a second or third interview, a senior executive who doesnt interview much and forgets he cant ask such questions. You can handle an illegal question in several ways. First, you can assert your legal right not to answer. But this will frighten or embarrass your interviewer and destroy any rapport you had. Second, you could swallow your concerns over privacy and answer the question straight forwardly if you feel the answer could help you. For example, your interviewer, a devout Baptist, recognizes you from church and mentions it. Here, you could gain by talking about your church. Third, if you dont want your privacy invaded, you can diplomatically answer the concern behind the question without answering the question itself. Example: If you are over 50 and are asked, How old are you? you can answer with a friendly, smiling question of your own on whether theres a concern that your age my affect your performance. Follow this up by reassuring the interviewer that theres nothing in this job you cant do and, in fact, your age and experience are the most important advantages you offer the employer for the following reasons... Another example: If asked, Do you plan to have children? you could answer, I am wholeheartedly dedicated to my career, perhaps adding, I have no plans regarding children. (You neednt fear youve pledged eternal childlessness. You have every right to change your plans later. Get the job first and then enjoy all your options.) Most importantly, remember that illegal questions arise from fear that you wont perform well. The best answer of all is to get the job and perform brilliantly. All concerns and fears will then varnish, replaced by respect and appreciation for your work.","Under the ever-present threat of lawsuits, most interviewers are well aware of these taboos. Yet you may encounter, usually on a second or third interview, a senior executive who doesnt interview much and forgets he cant ask such questions. You can handle an illegal question in several ways. First, you can assert your legal right not to answer. But this will frighten or embarrass your interviewer and destroy any rapport you had. Second, you could swallow your concerns over privacy and answer the question straight forwardly if you feel the answer could help you. For example, your interviewer, a devout Baptist, recognizes you from church and mentions it. Here, you could gain by talking about your church. Third, if you dont want your privacy invaded, you can diplomatically answer the concern behind the question without answering the question itself. Example: If you are over 50 and are asked, How old are you? you can answer with a friendly, smiling question of your own on whether theres a concern that your age my affect your performance. Follow this up by reassuring the interviewer that theres nothing in this job you cant do and, in fact, your age and experience are the most important advantages you offer the employer for the following reasons... Another example: If asked, Do you plan to have children? you could answer, I am wholeheartedly dedicated to my career, perhaps adding, I have no plans regarding children. (You neednt fear youve pledged eternal childlessness. You have every right to change your plans later. Get the job first and then enjoy all your options.) Most importantly, remember that illegal questions arise from fear that you wont perform well. The best answer of all is to get the job and perform brilliantly. All concerns and fears will then varnish, replaced by respect and appreciation for your work.",Professionalism,90,The response maintains a professional tone suitable for discussing sensitive topics in HR.,82.85
The Illegal Question,"Under the ever-present threat of lawsuits, most interviewers are well aware of these taboos. Yet you may encounter, usually on a second or third interview, a senior executive who doesnt interview much and forgets he cant ask such questions. You can handle an illegal question in several ways. First, you can assert your legal right not to answer. But this will frighten or embarrass your interviewer and destroy any rapport you had. Second, you could swallow your concerns over privacy and answer the question straight forwardly if you feel the answer could help you. For example, your interviewer, a devout Baptist, recognizes you from church and mentions it. Here, you could gain by talking about your church. Third, if you dont want your privacy invaded, you can diplomatically answer the concern behind the question without answering the question itself. Example: If you are over 50 and are asked, How old are you? you can answer with a friendly, smiling question of your own on whether theres a concern that your age my affect your performance. Follow this up by reassuring the interviewer that theres nothing in this job you cant do and, in fact, your age and experience are the most important advantages you offer the employer for the following reasons... Another example: If asked, Do you plan to have children? you could answer, I am wholeheartedly dedicated to my career, perhaps adding, I have no plans regarding children. (You neednt fear youve pledged eternal childlessness. You have every right to change your plans later. Get the job first and then enjoy all your options.) Most importantly, remember that illegal questions arise from fear that you wont perform well. The best answer of all is to get the job and perform brilliantly. All concerns and fears will then varnish, replaced by respect and appreciation for your work.","Under the ever-present threat of lawsuits, most interviewers are well aware of these taboos. Yet you may encounter, usually on a second or third interview, a senior executive who doesnt interview much and forgets he cant ask such questions. You can handle an illegal question in several ways. First, you can assert your legal right not to answer. But this will frighten or embarrass your interviewer and destroy any rapport you had. Second, you could swallow your concerns over privacy and answer the question straight forwardly if you feel the answer could help you. For example, your interviewer, a devout Baptist, recognizes you from church and mentions it. Here, you could gain by talking about your church. Third, if you dont want your privacy invaded, you can diplomatically answer the concern behind the question without answering the question itself. Example: If you are over 50 and are asked, How old are you? you can answer with a friendly, smiling question of your own on whether theres a concern that your age my affect your performance. Follow this up by reassuring the interviewer that theres nothing in this job you cant do and, in fact, your age and experience are the most important advantages you offer the employer for the following reasons... Another example: If asked, Do you plan to have children? you could answer, I am wholeheartedly dedicated to my career, perhaps adding, I have no plans regarding children. (You neednt fear youve pledged eternal childlessness. You have every right to change your plans later. Get the job first and then enjoy all your options.) Most importantly, remember that illegal questions arise from fear that you wont perform well. The best answer of all is to get the job and perform brilliantly. All concerns and fears will then varnish, replaced by respect and appreciation for your work.",Depth of Insight,85,The answer provides detailed strategies and examples for handling illegal questions.,82.85
The Illegal Question,"Under the ever-present threat of lawsuits, most interviewers are well aware of these taboos. Yet you may encounter, usually on a second or third interview, a senior executive who doesnt interview much and forgets he cant ask such questions. You can handle an illegal question in several ways. First, you can assert your legal right not to answer. But this will frighten or embarrass your interviewer and destroy any rapport you had. Second, you could swallow your concerns over privacy and answer the question straight forwardly if you feel the answer could help you. For example, your interviewer, a devout Baptist, recognizes you from church and mentions it. Here, you could gain by talking about your church. Third, if you dont want your privacy invaded, you can diplomatically answer the concern behind the question without answering the question itself. Example: If you are over 50 and are asked, How old are you? you can answer with a friendly, smiling question of your own on whether theres a concern that your age my affect your performance. Follow this up by reassuring the interviewer that theres nothing in this job you cant do and, in fact, your age and experience are the most important advantages you offer the employer for the following reasons... Another example: If asked, Do you plan to have children? you could answer, I am wholeheartedly dedicated to my career, perhaps adding, I have no plans regarding children. (You neednt fear youve pledged eternal childlessness. You have every right to change your plans later. Get the job first and then enjoy all your options.) Most importantly, remember that illegal questions arise from fear that you wont perform well. The best answer of all is to get the job and perform brilliantly. All concerns and fears will then varnish, replaced by respect and appreciation for your work.","Under the ever-present threat of lawsuits, most interviewers are well aware of these taboos. Yet you may encounter, usually on a second or third interview, a senior executive who doesnt interview much and forgets he cant ask such questions. You can handle an illegal question in several ways. First, you can assert your legal right not to answer. But this will frighten or embarrass your interviewer and destroy any rapport you had. Second, you could swallow your concerns over privacy and answer the question straight forwardly if you feel the answer could help you. For example, your interviewer, a devout Baptist, recognizes you from church and mentions it. Here, you could gain by talking about your church. Third, if you dont want your privacy invaded, you can diplomatically answer the concern behind the question without answering the question itself. Example: If you are over 50 and are asked, How old are you? you can answer with a friendly, smiling question of your own on whether theres a concern that your age my affect your performance. Follow this up by reassuring the interviewer that theres nothing in this job you cant do and, in fact, your age and experience are the most important advantages you offer the employer for the following reasons... Another example: If asked, Do you plan to have children? you could answer, I am wholeheartedly dedicated to my career, perhaps adding, I have no plans regarding children. (You neednt fear youve pledged eternal childlessness. You have every right to change your plans later. Get the job first and then enjoy all your options.) Most importantly, remember that illegal questions arise from fear that you wont perform well. The best answer of all is to get the job and perform brilliantly. All concerns and fears will then varnish, replaced by respect and appreciation for your work.",Positivity,75,The response frames illegal questions as opportunities for demonstrating qualifications but could emphasize positivity more.,82.85
